ward,year,category,cost
9,2023,Sidewalk Repair,111475
9,2023,Street Redesign,66503
9,2023,Street Resurfacing,1131837
10,2012,Alleys,27111
10,2012,Misc.,16146
10,2012,Parks,61942
10,2012,Sidewalk Repair,455342
10,2012,Street Redesign,3700
10,2012,Street Resurfacing,755699
10,2013,Alleys,7700
10,2013,Lighting,235400
10,2013,Misc.,115108
10,2013,Pedestrian Infrastructure,2050
10,2013,Sidewalk Repair,259032
10,2013,Street Redesign,5550
10,2013,Street Resurfacing,695157
10,2014,Alleys,14488
10,2014,Misc.,2735
10,2014,Pedestrian Infrastructure,6983
10,2014,Sidewalk Repair,339875
10,2014,Street Redesign,11750
10,2014,Street Resurfacing,942314
10,2015,Alleys,700
10,2015,Sidewalk Repair,216404
10,2015,Street Resurfacing,1076086
10,2016,Alleys,90000
10,2016,Misc.,325000
10,2016,Sidewalk Repair,242593
10,2016,Street Resurfacing,578159
10,2017,Alleys,117499
10,2017,Misc.,12620
10,2017,Sidewalk Repair,257955
10,2017,Street Redesign,3700
10,2017,Street Resurfacing,928225
10,2018,Alleys,197000
10,2018,Lighting,7200
10,2018,Misc.,60107
10,2018,Parks,160000
10,2018,Sidewalk Repair,315307
10,2018,Street Redesign,1850
10,2018,Street Resurfacing,578535
10,2023,Alleys,165700
10,2023,Lighting,3350
10,2023,Misc.,51500
10,2023,Misc. CDOT,660
10,2023,Parks,23017
10,2023,Sidewalk Repair,413393
10,2023,Street Resurfacing,842378
11,2012,Alleys,122121
11,2012,Lighting,130546
11,2012,Misc.,1640
11,2012,Sidewalk Repair,175408
11,2012,Street Redesign,3700
11,2012,Street Resurfacing,886584
11,2013,Alleys,397092
11,2013,Lighting,284654
11,2013,Misc.,368
11,2013,Pedestrian Infrastructure,950
11,2013,Sidewalk Repair,114841
11,2013,Street Resurfacing,522093
11,2014,Alleys,83234
11,2014,Lighting,231900
11,2014,Pedestrian Infrastructure,1732
11,2014,Sidewalk Repair,153238
11,2014,Street Redesign,11100
11,2014,Street Resurfacing,838687
11,2015,Alleys,261658
11,2015,Lighting,174400
11,2015,Pedestrian Infrastructure,700
11,2015,Sidewalk Repair,174096
11,2015,Street Redesign,44400
11,2015,Street Resurfacing,661991
11,2016,Alleys,437929
11,2016,Lighting,374200
11,2016,Misc.,270781
11,2016,Pedestrian Infrastructure,1200
11,2016,Sidewalk Repair,59488
11,2016,Street Redesign,18350
11,2016,Street Resurfacing,158052
11,2017,Alleys,444720
11,2017,Lighting,257200
11,2017,Misc.,11850
11,2017,Misc. CDOT,6829
11,2017,Police Cameras,108044
11,2017,Sidewalk Repair,175583
11,2017,Street Redesign,13608
11,2017,Street Resurfacing,104785
11,2017,Viaducts,197382
11,2018,Alleys,395145
11,2018,Lighting,203067
11,2018,Misc.,1654
11,2018,Pedestrian Infrastructure,37686
11,2018,Police Cameras,108044
11,2018,Sidewalk Repair,168374
11,2018,Street Resurfacing,105291
11,2018,Viaducts,300739
11,2023,Alleys,355769
11,2023,Lighting,4000
11,2023,Misc.,12760
11,2023,Pedestrian Infrastructure,219101
11,2023,Sidewalk Repair,64521
11,2023,Street Redesign,8500
11,2023,Street Resurfacing,305419
12,2012,Alleys,64543
12,2012,Lighting,905400
12,2012,Misc.,1915
12,2012,Sidewalk Repair,268869
12,2012,Street Resurfacing,79173
12,2013,Alleys,40670
12,2013,Lighting,878200
12,2013,Misc.,905
12,2013,Pedestrian Infrastructure,16844
12,2013,Sidewalk Repair,259476
12,2013,Street Redesign,5550
12,2013,Street Resurfacing,112355
12,2014,Alleys,1629
12,2014,Lighting,932200
12,2014,Misc.,40282
12,2014,Pedestrian Infrastructure,43551
12,2014,Sidewalk Repair,113618
12,2014,Street Redesign,16650
12,2014,Street Resurfacing,171907
12,2015,Alleys,654
12,2015,Lighting,482000
12,2015,Parks,250000
12,2015,Sidewalk Repair,50782
12,2015,Street Redesign,11100
12,2015,Street Resurfacing,525410
12,2016,Alleys,8400
12,2016,Lighting,717674
12,2016,Misc.,3493
12,2016,Sidewalk Repair,164156
12,2016,Street Redesign,6708
12,2016,Street Resurfacing,416029
12,2017,Alleys,16897
12,2017,Bicycle Infrastructure,30000
12,2017,Lighting,494000
12,2017,Misc.,17400
12,2017,Parks,40511
12,2017,Sidewalk Repair,196663
12,2017,Street Redesign,3700
12,2017,Street Resurfacing,520831
12,2018,Alleys,312302
12,2018,Lighting,18122
12,2018,Misc.,25900
12,2018,Sidewalk Repair,399877
12,2018,Street Resurfacing,397364
12,2018,Viaducts,166437
12,2023,Alleys,640749
12,2023,Lighting,40902
12,2023,Sidewalk Repair,106366
12,2023,Street Resurfacing,639179
13,2012,Lighting,1102750
13,2012,Misc.,30000
13,2012,Parks,150000
13,2012,Pedestrian Infrastructure,410
13,2012,Street Redesign,19200
13,2012,Street Resurfacing,17640
13,2013,Alleys,9891
13,2013,Lighting,796115
13,2013,Misc.,6366
13,2013,Parks,300000
13,2013,Pedestrian Infrastructure,2450
13,2013,Sidewalk Repair,2106
13,2013,Street Redesign,3700
13,2013,Street Resurfacing,199372
13,2014,Alleys,82225
13,2014,Lighting,579500
13,2014,Misc.,29099
13,2014,Pedestrian Infrastructure,26925
13,2014,Sidewalk Repair,38798
13,2014,Street Redesign,27750
13,2014,Street Resurfacing,535510
13,2015,Lighting,748800
13,2015,Misc.,11220
13,2015,Parks,115000
13,2015,Sidewalk Repair,5683
13,2015,Street Resurfacing,438253
13,2016,Alleys,157405
13,2016,Lighting,730806
13,2016,Misc.,107723
13,2016,Sidewalk Repair,268913
13,2016,Street Redesign,27500
13,2016,Street Resurfacing,26579
13,2017,Alleys,311276
13,2017,Lighting,344500
13,2017,Misc.,487
13,2017,Misc. CDOT,49083
13,2017,Parks,300000
13,2017,Pedestrian Infrastructure,3255
13,2017,Sidewalk Repair,89532
13,2017,Street Redesign,11100
13,2017,Street Resurfacing,210766
13,2018,Alleys,337969
13,2018,Lighting,242500
13,2018,Misc.,14960
13,2018,Misc. CDOT,8212
13,2018,Parks,60000
13,2018,Police Cameras,1800
13,2018,Sidewalk Repair,280053
13,2018,Street Redesign,1850
13,2018,Street Resurfacing,372659
13,2023,Alleys,508758
13,2023,Lighting,9900
13,2023,Misc.,15679
13,2023,Misc. CDOT,660
13,2023,Pedestrian Infrastructure,7984
13,2023,Sidewalk Repair,697429
13,2023,Street Redesign,27400
13,2023,Street Resurfacing,230286
14,2012,Alleys,35413
14,2012,Lighting,350
14,2012,Misc.,483
14,2012,Pedestrian Infrastructure,410
14,2012,Sidewalk Repair,456992
14,2012,Street Redesign,85100
14,2012,Street Resurfacing,741252
14,2013,Alleys,85773
14,2013,Misc.,0
14,2013,Pedestrian Infrastructure,10300
14,2013,Sidewalk Repair,634312
14,2013,Street Redesign,31461
14,2013,Street Resurfacing,558058
14,2014,Alleys,12481
14,2014,Misc.,0
14,2014,Sidewalk Repair,546728
14,2014,Street Redesign,29600
14,2014,Street Resurfacing,731018
14,2015,Alleys,34553
14,2015,Sidewalk Repair,576224
14,2015,Street Redesign,55500
14,2015,Street Resurfacing,653150
14,2016,Alleys,47589
14,2016,Misc.,0
14,2016,Sidewalk Repair,370965
14,2016,Street Redesign,27178
14,2016,Street Resurfacing,874266
14,2017,Alleys,159073
14,2017,Misc.,42550
14,2017,Sidewalk Repair,488282
14,2017,Street Resurfacing,630094
14,2018,Alleys,40763
14,2018,Misc.,14800
14,2018,Misc. CDOT,660
14,2018,Sidewalk Repair,570368
14,2018,Street Resurfacing,693408
14,2023,Alleys,277376
14,2023,Misc.,36822
14,2023,Misc. CDOT,660
14,2023,Sidewalk Repair,526687
14,2023,Street Resurfacing,647563
15,2012,Lighting,1248500
15,2012,Misc.,44730
15,2012,Sidewalk Repair,8792
15,2012,Street Resurfacing,17640
15,2013,Alleys,234955
15,2013,Lighting,530000
15,2013,Misc.,814
15,2013,Sidewalk Repair,247485
15,2013,Street Redesign,3700
15,2013,Street Resurfacing,303046
15,2014,Alleys,76879
15,2014,Lighting,378900
15,2014,Misc.,10094
15,2014,Sidewalk Repair,489151
15,2014,Street Redesign,1850
15,2014,Street Resurfacing,362715
15,2015,Alleys,188620
15,2015,Misc.,620
15,2015,Pedestrian Infrastructure,600
15,2015,Sidewalk Repair,41917
15,2015,Street Redesign,64750
15,2015,Street Resurfacing,1023492
15,2016,Alleys,171085
15,2016,Misc.,0
15,2016,Sidewalk Repair,132763
15,2016,Street Redesign,242185
15,2016,Street Resurfacing,544644
15,2017,Alleys,61633
15,2017,Lighting,940653
15,2017,Misc.,92350
15,2017,Parks,27016
15,2017,Street Redesign,7400
15,2017,Street Resurfacing,190948
15,2018,Alleys,123465
15,2018,Lighting,640058
15,2018,Misc.,17116
15,2018,Sidewalk Repair,9539
15,2018,Street Redesign,62121
15,2018,Street Resurfacing,467700
15,2023,Alleys,31900
15,2023,Lighting,100000
15,2023,Misc.,82960
15,2023,Parks,85000
15,2023,Sidewalk Repair,443055
15,2023,Street Redesign,258085
16,2012,Alleys,221031
16,2012,Lighting,106892
16,2012,Misc.,47200
16,2012,Parks,150000
16,2012,Sidewalk Repair,223472
16,2012,Street Redesign,61619
16,2012,Street Resurfacing,509132
16,2013,Alleys,171687
16,2013,Lighting,97550
16,2013,Misc.,32790
16,2013,Pedestrian Infrastructure,32200
16,2013,Sidewalk Repair,334639
16,2013,Street Redesign,48346
16,2013,Street Resurfacing,602261
16,2014,Alleys,395480
16,2014,Lighting,240400
16,2014,Misc.,6870
16,2014,Sidewalk Repair,56005
16,2014,Street Redesign,48404
16,2014,Street Resurfacing,572840
16,2015,Alleys,122646
16,2015,Lighting,312800
16,2015,Misc. CDOT,545
16,2015,Sidewalk Repair,373308
16,2015,Street Redesign,5550
16,2015,Street Resurfacing,503894
16,2016,Alleys,132720
16,2016,Lighting,410900
16,2016,Misc.,0
16,2016,Pedestrian Infrastructure,600
16,2016,Sidewalk Repair,293252
16,2016,Street Redesign,38850
16,2016,Street Resurfacing,294955
16,2017,Alleys,35094
16,2017,Lighting,500
16,2017,Misc.,32200
16,2017,Sidewalk Repair,943814
16,2017,Street Resurfacing,308393
16,2018,Alleys,23664
16,2018,Lighting,552000
16,2018,Misc.,3700
16,2018,Sidewalk Repair,260498
16,2018,Street Resurfacing,480130
16,2023,Misc.,41912
16,2023,Misc. CDOT,660
16,2023,Pedestrian Infrastructure,160000
16,2023,Sidewalk Repair,87180
16,2023,Street Redesign,3300
16,2023,Street Resurfacing,1055290
17,2012,Lighting,512000
17,2012,Sidewalk Repair,136265
17,2012,Street Redesign,18500
17,2012,Street Resurfacing,653235
17,2013,Alleys,29937
17,2013,Lighting,392600
17,2013,Misc.,13737
17,2013,Pedestrian Infrastructure,950
17,2013,Sidewalk Repair,191987
17,2013,Street Redesign,9250
17,2013,Street Resurfacing,681539
17,2014,Alleys,8491
17,2014,Lighting,360400
17,2014,Misc.,20323
17,2014,Sidewalk Repair,218083
17,2014,Street Redesign,7400
17,2014,Street Resurfacing,705045
17,2015,Alleys,119638
17,2015,Lighting,2150
17,2015,Pedestrian Infrastructure,1200
17,2015,Street Resurfacing,1171631
17,2016,Misc.,0
17,2016,Parks,50000
17,2016,Sidewalk Repair,96348
17,2016,Street Resurfacing,862646
17,2017,Alleys,311434
17,2017,Lighting,2500
17,2017,Misc.,17400
17,2017,Sidewalk Repair,55392
17,2017,Street Resurfacing,933274
17,2018,Alleys,503532
17,2018,Lighting,500
17,2018,Misc.,7400
17,2018,Police Cameras,27011
17,2018,Sidewalk Repair,208288
17,2018,Street Resurfacing,453269
17,2018,Viaducts,120000
17,2023,Alleys,272778
17,2023,Lighting,1000
17,2023,Misc.,9760
17,2023,Misc. CDOT,450
17,2023,Parks,30000
17,2023,Sidewalk Repair,295675
17,2023,Street Resurfacing,878243
18,2012,Alleys,22019
18,2012,Lighting,382350
18,2012,Misc.,480
18,2012,Sidewalk Repair,351343
18,2012,Street Redesign,14800
18,2012,Street Resurfacing,549007
18,2013,Alleys,292777
18,2013,Misc.,0
18,2013,Sidewalk Repair,217189
18,2013,Street Resurfacing,810035
18,2014,Lighting,448000
18,2014,Misc.,1751
18,2014,Sidewalk Repair,2833
18,2014,Street Redesign,18500
18,2014,Street Resurfacing,842769
18,2015,Alleys,45447
18,2015,Pedestrian Infrastructure,2303
18,2015,Sidewalk Repair,188408
18,2015,Street Resurfacing,925107
18,2016,Alleys,19996
18,2016,Lighting,450
18,2016,Misc.,50000
18,2016,Sidewalk Repair,239919
18,2016,Street Redesign,5550
18,2016,Street Resurfacing,1003921
18,2017,Alleys,32165
18,2017,Lighting,500
18,2017,Misc.,17400
18,2017,Misc. CDOT,8761
18,2017,Sidewalk Repair,352400
18,2017,Street Resurfacing,901180
18,2017,Viaducts,7595
18,2018,Alleys,74859
18,2018,Lighting,233000
18,2018,Sidewalk Repair,162296
18,2018,Street Resurfacing,849845
18,2023,Alleys,87153
18,2023,Misc.,16209
18,2023,Misc. CDOT,1320
18,2023,Sidewalk Repair,100591
18,2023,Street Redesign,600
18,2023,Street Resurfacing,1294124
19,2012,Lighting,700
19,2012,Misc.,20515
19,2012,Sidewalk Repair,4335
19,2012,Street Redesign,5550
19,2012,Street Resurfacing,1281544
19,2013,Alleys,39760
19,2013,Lighting,43500
19,2013,Misc.,9800
19,2013,Parks,123738
19,2013,Street Resurfacing,1103202
19,2014,Misc.,0
19,2014,Parks,30380
19,2014,Street Resurfacing,1238268
19,2015,Street Resurfacing,1293455
19,2016,Street Resurfacing,1254443
19,2017,Alleys,12601
19,2017,Misc.,11700
19,2017,Street Resurfacing,1295557
19,2018,Parks,50000
19,2018,Street Resurfacing,1270001
19,2023,Lighting,500
19,2023,Misc. CDOT,660
19,2023,Street Resurfacing,1493115
20,2012,Alleys,30827
20,2012,Lighting,77300
20,2012,Misc.,193
20,2012,Sidewalk Repair,576591
20,2012,Street Redesign,43544
20,2012,Street Resurfacing,591133
20,2013,Alleys,4200
20,2013,Lighting,288400
20,2013,Misc.,0
20,2013,Sidewalk Repair,204543
20,2013,Street Redesign,43850
20,2013,Street Resurfacing,777731
20,2014,Lighting,600
20,2014,Misc.,40296
20,2014,Pedestrian Infrastructure,600
20,2014,Sidewalk Repair,353201
20,2014,Street Redesign,22200
20,2014,Street Resurfacing,901913
20,2015,Alleys,144560
20,2015,Lighting,800
20,2015,Misc.,12492
20,2015,Sidewalk Repair,493537
20,2015,Street Redesign,22200
20,2015,Street Resurfacing,632879
20,2016,Alleys,26160
20,2016,Misc.,55550
20,2016,Pedestrian Infrastructure,80461
20,2016,Sidewalk Repair,551752
20,2016,Street Resurfacing,606076
20,2017,Alleys,91363
20,2017,Beautification,138000
20,2017,Misc.,7228
20,2017,Pedestrian Infrastructure,32945
20,2017,Sidewalk Repair,336850
20,2017,Street Resurfacing,651017
20,2017,Viaducts,62598
20,2018,Alleys,64151
20,2018,Lighting,176000
20,2018,Misc.,7400
20,2018,Pedestrian Infrastructure,56348
20,2018,Police Cameras,1800
20,2018,Sidewalk Repair,940304
20,2018,Street Redesign,6332
20,2018,Street Resurfacing,67666
20,2023,Alleys,26589
20,2023,Lighting,355000
20,2023,Misc.,25190
20,2023,Pedestrian Infrastructure,13101
20,2023,Sidewalk Repair,8404
20,2023,Street Resurfacing,942667
21,2012,Alleys,47109
21,2012,Sidewalk Repair,378545
21,2012,Street Redesign,11100
21,2012,Street Resurfacing,883247
21,2013,Alleys,14707
21,2013,Misc.,0
21,2013,Sidewalk Repair,73345
21,2013,Street Redesign,3700
21,2013,Street Resurfacing,1227631
21,2014,Alleys,1400
21,2014,Lighting,559
21,2014,Misc.,0
21,2014,Sidewalk Repair,212990
21,2014,Street Redesign,14800
21,2014,Street Resurfacing,1090251
21,2015,Alleys,28057
21,2015,Lighting,641
21,2015,Pedestrian Infrastructure,32550
21,2015,Sidewalk Repair,259150
21,2015,Street Redesign,3700
21,2015,Street Resurfacing,995717
21,2016,Lighting,9300
21,2016,Misc.,0
21,2016,Sidewalk Repair,221534
21,2016,Street Redesign,18500
21,2016,Street Resurfacing,866556
21,2017,Lighting,1000
21,2017,Misc.,28500
21,2017,Sidewalk Repair,246990
21,2017,Street Redesign,16063
21,2017,Street Resurfacing,1021885
21,2017,Viaducts,5562
21,2018,Alleys,80223
21,2018,Sidewalk Repair,281645
21,2018,Street Resurfacing,958130
21,2023,Alleys,122635
21,2023,Misc.,16890
21,2023,Misc. CDOT,660
21,2023,Sidewalk Repair,381174
21,2023,Street Resurfacing,966417
22,2012,Lighting,291850
22,2012,Misc.,520000
22,2012,Sidewalk Repair,66429
22,2012,Street Redesign,101750
22,2012,Street Resurfacing,339563
22,2013,Alleys,4675
22,2013,Lighting,72000
22,2013,Misc.,22500
22,2013,Sidewalk Repair,181092
22,2013,Street Redesign,55500
22,2013,Street Resurfacing,984233
22,2014,Alleys,52463
22,2014,Lighting,1100
22,2014,Misc.,85700
22,2014,Parks,375000
22,2014,Sidewalk Repair,95406
22,2014,Street Redesign,35150
22,2014,Street Resurfacing,674638
22,2015,Alleys,369783
22,2015,Lighting,27800
22,2015,Misc.,50000
22,2015,Parks,130990
22,2015,Sidewalk Repair,167974
22,2015,Street Resurfacing,503557
22,2016,Alleys,736600
22,2016,Lighting,450
22,2016,Misc.,270864
22,2016,Parks,34502
22,2016,Sidewalk Repair,2369
22,2016,Street Redesign,7400
22,2016,Street Resurfacing,152049
22,2016,Viaducts,9000
22,2017,Alleys,825578
22,2017,Lighting,900
22,2017,Misc.,27102
22,2017,Misc. CDOT,634
22,2017,Parks,125000
22,2017,Sidewalk Repair,18224
22,2017,Street Resurfacing,322561
22,2018,Alleys,532333
22,2018,Misc.,148188
22,2018,Sidewalk Repair,66541
22,2018,Street Resurfacing,572936
22,2023,Alleys,434810
22,2023,Lighting,2000
22,2023,Misc.,34160
22,2023,Misc. CDOT,1320
22,2023,Parks,39500
22,2023,Pedestrian Infrastructure,32678
22,2023,Sidewalk Repair,98594
22,2023,Street Redesign,32699
22,2023,Street Resurfacing,342894
23,2012,Alleys,125497
23,2012,Lighting,6000
23,2012,Misc.,10925
23,2012,Parks,250000
23,2012,Pedestrian Infrastructure,13581
23,2012,Sidewalk Repair,346676
23,2012,Street Redesign,27750
23,2012,Street Resurfacing,539572
23,2013,Alleys,466677
23,2013,Parks,354112
23,2013,Pedestrian Infrastructure,1900
23,2013,Sidewalk Repair,90440
23,2013,Street Redesign,9400
23,2013,Street Resurfacing,397471
23,2014,Alleys,261750
23,2014,Lighting,3500
23,2014,Misc.,52652
23,2014,Pedestrian Infrastructure,550
23,2014,Sidewalk Repair,163000
23,2014,Street Redesign,40217
23,2014,Street Resurfacing,797988
23,2015,Alleys,257281
23,2015,Misc.,129800
23,2015,Parks,195888
23,2015,Sidewalk Repair,385580
23,2015,Street Redesign,20350
23,2015,Street Resurfacing,331104
23,2016,Alleys,193826
23,2016,Lighting,6000
23,2016,Misc.,63949
23,2016,Parks,44523
23,2016,Sidewalk Repair,373969
23,2016,Street Redesign,16650
23,2016,Street Resurfacing,619740
23,2017,Alleys,250587
23,2017,Lighting,83000
23,2017,Misc.,67838
23,2017,Sidewalk Repair,165095
23,2017,Street Redesign,55175
23,2017,Street Resurfacing,698305
23,2018,Alleys,104151
23,2018,Lighting,2000
23,2018,Misc.,49182
23,2018,Parks,161000
23,2018,Police Cameras,27011
23,2018,Sidewalk Repair,149953
23,2018,Street Redesign,3700
23,2018,Street Resurfacing,823004
23,2023,Alleys,96285
23,2023,Beautification,100000
23,2023,Misc.,38783
23,2023,Misc. CDOT,660
23,2023,Sidewalk Repair,261312
23,2023,Street Redesign,21061
23,2023,Street Resurfacing,880706
24,2012,Alleys,182905
24,2012,Lighting,162900
24,2012,Misc.,800
24,2012,Sidewalk Repair,74372
24,2012,Street Redesign,53650
24,2012,Street Resurfacing,845374
24,2013,Alleys,366056
24,2013,Lighting,291500
24,2013,Misc.,22500
24,2013,Sidewalk Repair,46736
24,2013,Street Redesign,14800
24,2013,Street Resurfacing,578406
24,2014,Alleys,161901
24,2014,Misc.,45469
24,2014,Sidewalk Repair,70964
24,2014,Street Redesign,53650
24,2014,Street Resurfacing,988006
24,2015,Alleys,180099
24,2015,Parks,15000
24,2015,Pedestrian Infrastructure,15339
24,2015,Sidewalk Repair,7682
24,2015,Street Redesign,22200
24,2015,Street Resurfacing,796471
24,2016,Alleys,175365
24,2016,Misc.,81033
24,2016,Parks,264257
24,2016,Sidewalk Repair,27357
24,2016,Street Redesign,31450
24,2016,Street Resurfacing,740538
24,2017,Alleys,169749
24,2017,Misc.,41450
24,2017,Misc. CDOT,16310
24,2017,Parks,338986
24,2017,Pedestrian Infrastructure,26710
24,2017,Sidewalk Repair,5733
24,2017,Street Redesign,3700
24,2017,Street Resurfacing,717361
24,2018,Alleys,166202
24,2018,Lighting,7000
24,2018,Misc.,93796
24,2018,Parks,75000
24,2018,Pedestrian Infrastructure,99983
24,2018,Police Cameras,108044
24,2018,Sidewalk Repair,130688
24,2018,Street Redesign,11100
24,2018,Street Resurfacing,628188
24,2023,Alleys,131596
24,2023,Lighting,950
24,2023,Misc.,61964
24,2023,Misc. CDOT,39160
24,2023,Pedestrian Infrastructure,160000
24,2023,Sidewalk Repair,338892
24,2023,Street Resurfacing,620521
25,2012,Alleys,648691
25,2012,Lighting,3350
25,2012,Misc.,247049
25,2012,Parks,184724
25,2012,Sidewalk Repair,70161
25,2012,Street Redesign,3700
25,2012,Street Resurfacing,162325
25,2013,Alleys,166286
25,2013,Lighting,96000
25,2013,Misc.,238076
25,2013,Parks,460276
25,2013,Sidewalk Repair,63650
25,2013,Street Redesign,18500
25,2013,Street Resurfacing,277211
25,2014,Alleys,253658
25,2014,Lighting,95400
25,2014,Misc.,73346
25,2014,Parks,62242
25,2014,Sidewalk Repair,128323
25,2014,Street Redesign,12950
25,2014,Street Resurfacing,693721
25,2015,Alleys,463858
25,2015,Lighting,5800
25,2015,Misc.,67395
25,2015,Parks,137758
25,2015,Sidewalk Repair,144748
25,2015,Street Redesign,7400
25,2015,Street Resurfacing,489496
25,2016,Alleys,439264
25,2016,Lighting,344450
25,2016,Misc.,46745
25,2016,Parks,100000
25,2016,Sidewalk Repair,44448
25,2016,Street Redesign,22200
25,2016,Street Resurfacing,322892
25,2017,Alleys,378941
25,2017,Lighting,305200
25,2017,Misc.,50724
25,2017,Police Cameras,27011
25,2017,Sidewalk Repair,116901
25,2017,Street Redesign,20450
25,2017,Street Resurfacing,348242
25,2017,Viaducts,72000
25,2018,Alleys,458140
25,2018,Bicycle Infrastructure,25000
25,2018,Lighting,230000
25,2018,Misc.,49621
25,2018,Pedestrian Infrastructure,20228
25,2018,Police Cameras,54022
25,2018,Sidewalk Repair,115991
25,2018,Street Redesign,21913
25,2018,Street Resurfacing,310700
25,2018,Viaducts,34385
25,2023,Alleys,451619
25,2023,Lighting,500
25,2023,Misc.,53840
25,2023,Misc. CDOT,1320
25,2023,Pedestrian Infrastructure,82530
25,2023,Sidewalk Repair,330057
25,2023,Street Redesign,30000
25,2023,Street Resurfacing,550132
26,2012,Alleys,21323
26,2012,Lighting,519750
26,2012,Misc.,69602
26,2012,Parks,150000
26,2012,Pedestrian Infrastructure,3120
26,2012,Street Redesign,228500
26,2012,Street Resurfacing,327607
26,2013,Alleys,791923
26,2013,Misc.,22500
26,2013,Parks,21730
26,2013,Pedestrian Infrastructure,2426
26,2013,Sidewalk Repair,225852
26,2013,Street Redesign,29750
26,2013,Street Resurfacing,225666
26,2014,Alleys,387052
26,2014,Lighting,288000
26,2014,Misc.,16425
26,2014,Pedestrian Infrastructure,550
26,2014,Sidewalk Repair,91035
26,2014,Street Redesign,29600
26,2014,Street Resurfacing,507284
26,2015,Alleys,423129
26,2015,Lighting,168400
26,2015,Sidewalk Repair,45311
26,2015,Street Redesign,22200
26,2015,Street Resurfacing,660695
26,2016,Alleys,700
26,2016,Lighting,450
26,2016,Misc.,54022
26,2016,Pedestrian Infrastructure,86
26,2016,Sidewalk Repair,135027
26,2016,Street Redesign,9400
26,2016,Street Resurfacing,743009
26,2017,Alleys,279239
26,2017,Lighting,300
26,2017,Misc.,55628
26,2017,Sidewalk Repair,203802
26,2017,Street Resurfacing,781032
26,2018,Alleys,390417
26,2018,Lighting,270000
26,2018,Misc.,14800
26,2018,Pedestrian Infrastructure,350
26,2018,Sidewalk Repair,53306
26,2018,Street Resurfacing,591127
26,2023,Alleys,611846
26,2023,Lighting,179000
26,2023,Misc.,41999
26,2023,Sidewalk Repair,329896
26,2023,Street Resurfacing,299237
27,2012,Alleys,520400
27,2012,Lighting,555224
27,2012,Misc.,10600
27,2012,Sidewalk Repair,127635
27,2012,Street Redesign,7400
27,2012,Street Resurfacing,97945
27,2013,Alleys,142942
27,2013,Lighting,349912
27,2013,Misc.,42500
27,2013,Sidewalk Repair,192021
27,2013,Street Redesign,10701
27,2013,Street Resurfacing,581147
27,2014,Alleys,106468
27,2014,Lighting,296500
27,2014,Misc.,22500
27,2014,Pedestrian Infrastructure,550
27,2014,Sidewalk Repair,280493
27,2014,Street Redesign,207800
27,2014,Street Resurfacing,402871
27,2015,Alleys,347087
27,2015,Lighting,236400
27,2015,Sidewalk Repair,126739
27,2015,Street Redesign,9250
27,2015,Street Resurfacing,462297
27,2016,Alleys,216858
27,2016,Lighting,158000
27,2016,Misc.,2352
27,2016,Pedestrian Infrastructure,12395
27,2016,Sidewalk Repair,442930
27,2016,Street Redesign,2400
27,2016,Street Resurfacing,240621
27,2016,Viaducts,244446
27,2017,Alleys,411275
27,2017,Lighting,286000
27,2017,Misc.,71422
27,2017,Pedestrian Infrastructure,29283
27,2017,Police Cameras,81033
27,2017,Sidewalk Repair,275251
27,2017,Street Redesign,3700
27,2017,Street Resurfacing,147544
27,2017,Viaducts,14490
27,2018,Alleys,63564
27,2018,Lighting,703000
27,2018,Misc.,184303
27,2018,Pedestrian Infrastructure,9523
27,2018,Sidewalk Repair,99401
27,2018,Street Redesign,63540
27,2018,Street Resurfacing,142400
27,2018,Viaducts,510
27,2023,Alleys,50506
27,2023,Lighting,346500
27,2023,Misc.,44544
27,2023,Misc. CDOT,780
27,2023,Pedestrian Infrastructure,33000
27,2023,Sidewalk Repair,414082
27,2023,Street Redesign,20100
27,2023,Street Resurfacing,560120
28,2012,Alleys,250482
28,2012,Lighting,30200
28,2012,Misc.,9000
28,2012,Sidewalk Repair,2583
28,2012,Street Redesign,7400
28,2012,Street Resurfacing,1020231
28,2013,Alleys,28266
28,2013,Lighting,15401
28,2013,Misc.,7828
28,2013,Parks,500000
28,2013,Sidewalk Repair,704
28,2013,Street Redesign,22200
28,2013,Street Resurfacing,745603
28,2014,Alleys,49602
28,2014,Lighting,264450
28,2014,Misc.,8300
28,2014,Parks,250000
28,2014,Pedestrian Infrastructure,3035
28,2014,Sidewalk Repair,93812
28,2014,Street Redesign,37000
28,2014,Street Resurfacing,613802
28,2015,Alleys,88808
28,2015,Lighting,356000
28,2015,Misc.,12577
28,2015,Parks,250000
28,2015,Pedestrian Infrastructure,15505
28,2015,Sidewalk Repair,18455
28,2015,Street Redesign,18500
28,2015,Street Resurfacing,560109
28,2016,Alleys,154213
28,2016,Lighting,344900
28,2016,Misc.,7824
28,2016,Pedestrian Infrastructure,40658
28,2016,Sidewalk Repair,60589
28,2016,Street Redesign,24050
28,2016,Street Resurfacing,457366
28,2017,Alleys,3500
28,2017,Lighting,540799
28,2017,Misc.,11465
28,2017,Pedestrian Infrastructure,31079
28,2017,Sidewalk Repair,420370
28,2017,Street Redesign,3700
28,2017,Street Resurfacing,309088
28,2018,Alleys,263459
28,2018,Lighting,331606
28,2018,Misc.,25900
28,2018,Misc. CDOT,93750
28,2018,Pedestrian Infrastructure,29050
28,2018,Police Cameras,16200
28,2018,Sidewalk Repair,25867
